P0C7W6	CCDC172	coiled-coil domain containing 172
Q9C0B7	TANGO6	transport and golgi organization 6 homolog
P52797	EFNA3	ephrin A3
P78364	PHC1	polyhomeotic homolog 1
P05451	REG1A	regenerating family member 1 alpha
Q5VWK0	NBPF6	NBPF member 6
Q9GZY1	PBOV1	prostate and breast cancer overexpressed 1
P11362	FGFR1	fibroblast growth factor receptor 1
P51686	CCR9	C-C motif chemokine receptor 9
O95256	IL18RAP	interleukin 18 receptor accessory protein
P07288	KLK3	kallikrein related peptidase 3
Q8WZ04	LRTOMT	leucine rich transmembrane and O-methyltransferase domain containing
O15047	SETD1A	SET domain containing 1A, histone lysine methyltransferase
Q9BYR3	KRTAP4-4	keratin associated protein 4-4
Q8N895	ZNF366	zinc finger protein 366
Q96K12	FAR2	fatty acyl-CoA reductase 2
Q08174	PCDH1	protocadherin 1
P41586	ADCYAP1R1	ADCYAP receptor type I
P57086	SCAND1	SCAN domain containing 1
P22083	FUT4	fucosyltransferase 4
P20264	POU3F3	POU class 3 homeobox 3
Q9H221	ABCG8	ATP binding cassette subfamily G member 8
Q8N3J3	HROB	homologous recombination factor with OB-fold
Q16612	NREP	neuronal regeneration related protein
B7U540	KCNJ18	potassium inwardly rectifying channel subfamily J member 18
Q9H425	C1orf198	chromosome 1 open reading frame 198
Q96BR9	ZBTB8A	zinc finger and BTB domain containing 8A
P30530	AXL	AXL receptor tyrosine kinase
Q2VPB7	AP5B1	adaptor related protein complex 5 subunit beta 1
Q9P0S2	COX16	cytochrome c oxidase assembly factor COX16
A8MPY1	GABRR3	gamma-aminobutyric acid type A receptor subunit rho3
P40306	PSMB10	proteasome 20S subunit beta 10
P39086	GRIK1	glutamate ionotropic receptor kainate type subunit 1
Q9BUB4	ADAT1	adenosine deaminase tRNA specific 1
O14980	XPO1	exportin 1
Q9UNW1	MINPP1	multiple inositol-polyphosphate phosphatase 1
P49447	CYB561	cytochrome b561
O15069	NACAD	NAC alpha domain containing
Q96G30	MRAP2	melanocortin 2 receptor accessory protein 2
Q9BYN0	SRXN1	sulfiredoxin 1
Q96QU4	FRG2B	FSHD region gene 2 family member B
A0A494C0Z2	SPDYE13	speedy/RINGO cell cycle regulator family member E13
O60674	JAK2	Janus kinase 2
Q9GZQ8	MAP1LC3B	microtubule associated protein 1 light chain 3 beta
Q8TCD6	PHOSPHO2	phosphatase, orphan 2
Q8IVT5	KSR1	kinase suppressor of ras 1
Q9NRW3	APOBEC3C	apolipoprotein B mRNA editing enzyme catalytic subunit 3C
P58876	H2BC5	H2B clustered histone 5
Q685J3	MUC17	mucin 17, cell surface associated
O94875	SORBS2	sorbin and SH3 domain containing 2
A1YPR0	ZBTB7C	zinc finger and BTB domain containing 7C
Q9BZI7	UPF3B	UPF3B regulator of nonsense mediated mRNA decay
H3BTG2	TEX46	testis expressed 46
P16233	PNLIP	pancreatic lipase
Q969Y2	GTPBP3	GTP binding protein 3, mitochondrial
Q01484	ANK2	ankyrin 2
Q7L5N1	COPS6	COP9 signalosome subunit 6
Q8N5T2	TBC1D19	TBC1 domain family member 19
P0CL82	GAGE12F	G antigen 12F
A0A1B0GUY1	MARCOL	MARCO like
Q14032	BAAT	bile acid-CoA:amino acid N-acyltransferase
Q08AF3	SLFN5	schlafen family member 5
Q8N729	NPW	neuropeptide W
Q8NEM7	SUPT20H	SPT20 homolog, SAGA complex component
Q96MC5	BMERB1	bMERB domain containing 1
Q86VQ6	TXNRD3	thioredoxin reductase 3
Q9NTI7	INKA2	inka box actin regulator 2
Q9NYZ1	TVP23B	trans-golgi network vesicle protein 23 homolog B
Q99470	SDF2	stromal cell derived factor 2
P14672	SLC2A4	solute carrier family 2 member 4
Q9H9P5	UNKL	unk like zinc finger
Q15399	TLR1	toll like receptor 1
Q8WUP2	FBLIM1	filamin binding LIM protein 1
Q8NGI6	OR4D10	olfactory receptor family 4 subfamily D member 10
Q96EB1	ELP4	elongator acetyltransferase complex subunit 4
Q96NI8	ZNF570	zinc finger protein 570
P51788	CLCN2	chloride voltage-gated channel 2
Q9NR64	KLHL1	kelch like family member 1
Q92765	FRZB	frizzled related protein
P10606	COX5B	cytochrome c oxidase subunit 5B
P41134	ID1	inhibitor of DNA binding 1
P0DO97	CCDC192	coiled-coil domain containing 192
Q5CZC0	FSIP2	fibrous sheath interacting protein 2
P57738	TCTA	T cell leukemia translocation altered
Q70E73	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
Q6UWT2	ENHO	energy homeostasis associated
Q6ZUS6	CCDC149	coiled-coil domain containing 149
Q9UPW6	SATB2	SATB homeobox 2
P98153	DGCR2	DiGeorge syndrome critical region gene 2
P04908	H2AC8	H2A clustered histone 8
Q96BT1	C3orf49	chromosome 3 open reading frame 49
Q96F10	SAT2	spermidine/spermine N1-acetyltransferase family member 2
Q92878	RAD50	RAD50 double strand break repair protein
Q6P988	NOTUM	notum, palmitoleoyl-protein carboxylesterase
O43827	ANGPTL7	angiopoietin like 7
A2RU49	HYKK	hydroxylysine kinase
Q86U86	PBRM1	polybromo 1
Q9NVM6	DNAJC17	DnaJ heat shock protein family (Hsp40) member C17
Q5TFQ8	SIRPB1	signal regulatory protein beta 1
Q9Y6F8	CDY1B	chromodomain Y-linked 1B
Q9Y4L5	RNF115	ring finger protein 115
A6NF89	OR6C6	olfactory receptor family 6 subfamily C member 6
Q13449	LSAMP	limbic system associated membrane protein
Q9BZM5	ULBP2	UL16 binding protein 2
Q9BZL1	UBL5	ubiquitin like 5
Q8NGR3	OR1K1	olfactory receptor family 1 subfamily K member 1
Q86XT2	VPS37D	VPS37D subunit of ESCRT-I
Q8TE54	SLC26A7	solute carrier family 26 member 7
Q13569	TDG	thymine DNA glycosylase
Q96LL9	DNAJC30	DnaJ heat shock protein family (Hsp40) member C30
Q9P1U0	POLR1H	RNA polymerase I subunit H
A0A1B0GUW7	SMIM27	small integral membrane protein 27
Q96RE7	NACC1	nucleus accumbens associated 1
Q6IC83	C22orf42	chromosome 22 open reading frame 42
Q86V97	KBTBD6	kelch repeat and BTB domain containing 6
P54132	BLM	BLM RecQ like helicase
O14771	ZNF213	zinc finger protein 213
P57087	JAM2	junctional adhesion molecule 2
Q99697	PITX2	paired like homeodomain 2
P36954	POLR2I	RNA polymerase II subunit I
Q96AZ1	EEF1AKMT3	EEF1A lysine methyltransferase 3
Q68DL7	C18orf63	chromosome 18 open reading frame 63
P0DW12	TAF11L7	TATA-box binding protein associated factor 11 like 7
Q9UHL9	GTF2IRD1	GTF2I repeat domain containing 1
E5RIL1	UPK3BL2	uroplakin 3B like 2
Q9NQG1	MANBAL	mannosidase beta like
A6NJJ6	C19orf67	chromosome 19 open reading frame 67
Q9Y2Q5	LAMTOR2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2
O75128	COBL	cordon-bleu WH2 repeat protein
A6NK89	RASSF10	Ras association domain family member 10
Q9HAN9	NMNAT1	nicotinamide nucleotide adenylyltransferase 1
Q9Y3D7	PAM16	presequence translocase associated motor 16
A0A0A0MT36	IGKV6D-21	immunoglobulin kappa variable 6D-21 (non-functional)
Q5XG92	CES4A	carboxylesterase 4A
Q92734	TFG	trafficking from ER to golgi regulator
P15173	MYOG	myogenin
Q99500	S1PR3	sphingosine-1-phosphate receptor 3
O15335	CHAD	chondroadherin
P01019	AGT	angiotensinogen
Q15653	NFKBIB	NFKB inhibitor beta
B1AJZ9	FHAD1	forkhead associated phosphopeptide binding domain 1
P14866	HNRNPL	heterogeneous nuclear ribonucleoprotein L
Q5T8P6	RBM26	RNA binding motif protein 26
Q9HB89	NMUR1	neuromedin U receptor 1
A0A087WXM9	MEIKIN	meiotic kinetochore factor
O00483	NDUFA4	NDUFA4 mitochondrial complex associated
Q96LR7	C2orf50	chromosome 2 open reading frame 50
O15145	ARPC3	actin related protein 2/3 complex subunit 3
Q15166	PON3	paraoxonase 3
P48751	SLC4A3	solute carrier family 4 member 3
Q8NGC3	OR10G2	olfactory receptor family 10 subfamily G member 2
P0C7H8	KRTAP2-3	keratin associated protein 2-3
Q92793	CREBBP	CREB binding protein
Q9NPA3	MID1IP1	MID1 interacting protein 1
Q15612	OR1Q1	olfactory receptor family 1 subfamily Q member 1
P19801	AOC1	amine oxidase copper containing 1
Q6UWJ1	TMCO3	transmembrane and coiled-coil domains 3
Q9UL52	TMPRSS11E	transmembrane serine protease 11E
A2VDF0	FUOM	fucose mutarotase
Q15334	LLGL1	LLGL scribble cell polarity complex component 1
Q9BRY0	SLC39A3	solute carrier family 39 member 3
P40305	IFI27	interferon alpha inducible protein 27
Q96I59	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial
Q96GE6	CALML4	calmodulin like 4
Q02156	PRKCE	protein kinase C epsilon
Q03154	ACY1	aminoacylase 1
Q5U4P2	ASPHD1	aspartate beta-hydroxylase domain containing 1
O14508	SOCS2	suppressor of cytokine signaling 2
Q9NVR5	DNAAF2	dynein axonemal assembly factor 2
Q9UBN1	CACNG4	calcium voltage-gated channel auxiliary subunit gamma 4
P80075	CCL8	C-C motif chemokine ligand 8
Q86YT5	SLC13A5	solute carrier family 13 member 5
Q9BRR6	ADPGK	ADP dependent glucokinase
P78371	CCT2	chaperonin containing TCP1 subunit 2
Q502W6	VWA3B	von Willebrand factor A domain containing 3B
Q9HCM9	TRIM39	tripartite motif containing 39
O76039	CDKL5	cyclin dependent kinase like 5
O60486	PLXNC1	plexin C1
Q9GZZ7	GFRA4	GDNF family receptor alpha 4
O60232	ZNRD2	zinc ribbon domain containing 2
Q7RTR2	NLRC3	NLR family CARD domain containing 3
Q5VXU3	CHIC1	cysteine rich hydrophobic domain 1
Q15562	TEAD2	TEA domain transcription factor 2
A6NK75	ZNF98	zinc finger protein 98
P31944	CASP14	caspase 14
Q9UHF0	TAC3	tachykinin precursor 3
Q149N8	SHPRH	SNF2 histone linker PHD RING helicase
Q9BRR3	PGAP4	post-GPI attachment to proteins GalNAc transferase 4
A6NJY4	TMEM238L	transmembrane protein 238 like
P23141	CES1	carboxylesterase 1
Q8TD08	MAPK15	mitogen-activated protein kinase 15
Q6PF05	TTC23L	tetratricopeptide repeat domain 23 like
Q8WWY3	PRPF31	pre-mRNA processing factor 31
Q9Y5Y3	GPR45	G protein-coupled receptor 45
Q8IYS8	BOD1L2	biorientation of chromosomes in cell division 1 like 2
P18507	GABRG2	gamma-aminobutyric acid type A receptor subunit gamma2
Q3B8N5	PROX2	prospero homeobox 2
P52732	KIF11	kinesin family member 11
Q8TBA6	GOLGA5	golgin A5
Q7Z736	PLEKHH3	pleckstrin homology, MyTH4 and FERM domain containing H3
Q7Z340	ZNF551	zinc finger protein 551
Q99523	SORT1	sortilin 1
Q8IYM1	SEPTIN12	septin 12
P14616	INSRR	insulin receptor related receptor
P22061	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase
Q96FX8	PERP	p53 apoptosis effector related to PMP22
O00175	CCL24	C-C motif chemokine ligand 24
Q6ZS81	WDFY4	WDFY family member 4
Q99742	NPAS1	neuronal PAS domain protein 1
P35250	RFC2	replication factor C subunit 2
Q6NW40	RGMB	repulsive guidance molecule BMP co-receptor b
Q96RR1	TWNK	twinkle mtDNA helicase
Q9NQR9	G6PC2	glucose-6-phosphatase catalytic subunit 2
Q8N5G0	SMIM20	small integral membrane protein 20
Q8N4L1	TMEM151A	transmembrane protein 151A
Q9Y535	POLR3H	RNA polymerase III subunit H
P0DUQ1	PRAMEF15	PRAME family member 15
O14788	TNFSF11	TNF superfamily member 11
P31431	SDC4	syndecan 4
Q92766	RREB1	ras responsive element binding protein 1
Q5T848	GPR158	G protein-coupled receptor 158
Q8N8L6	ARL10	ADP ribosylation factor like GTPase 10
P14209	CD99	CD99 molecule (Xg blood group)
A6NCV1	OR6C74	olfactory receptor family 6 subfamily C member 74
Q5VST9	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
Q7Z5L7	PODN	podocan
Q9P215	POGK	pogo transposable element derived with KRAB domain
Q6TFL4	KLHL24	kelch like family member 24
Q8NEP7	KLHDC9	kelch domain containing 9
Q6ZRH7	CATSPERG	cation channel sperm associated auxiliary subunit gamma
Q3ZAQ7	VMA21	vacuolar ATPase assembly factor VMA21
Q9HAY2	MAGEF1	MAGE family member F1
P05141	SLC25A5	solute carrier family 25 member 5
Q9Y548	YIPF1	Yip1 domain family member 1
P49589	CARS1	cysteinyl-tRNA synthetase 1
Q96MM6	HSPA12B	heat shock protein family A (Hsp70) member 12B
P06312	IGKV4-1	immunoglobulin kappa variable 4-1
P13984	GTF2F2	general transcription factor IIF subunit 2
Q12981	BNIP1	BCL2 interacting protein 1
A6NL08	OR6C75	olfactory receptor family 6 subfamily C member 75
Q92624	APPBP2	amyloid beta precursor protein binding protein 2
A0A1B0GUQ0	FAM236A	family with sequence similarity 236 member A
O00409	FOXN3	forkhead box N3
Q8IVP9	ZNF547	zinc finger protein 547
A6NMS7	LRRC37A	leucine rich repeat containing 37A
Q9NS62	THSD1	thrombospondin type 1 domain containing 1
P07225	PROS1	protein S
Q96QS1	TSPAN32	tetraspanin 32
Q8NBN7	RDH13	retinol dehydrogenase 13
O75808	CAPN15	calpain 15
P06733	ENO1	enolase 1
Q5SRN2	TSBP1	testis expressed basic protein 1
Q9H8H3	TMT1A	thiol methyltransferase 1A
Q6IF00	OR2T2	olfactory receptor family 2 subfamily T member 2
Q96GM8	TOE1	target of EGR1, exonuclease
P05198	EIF2S1	eukaryotic translation initiation factor 2 subunit alpha
Q96E29	MTERF3	mitochondrial transcription termination factor 3
Q5SZD4	GLYATL3	glycine-N-acyltransferase like 3
O75871	CEACAM4	CEA cell adhesion molecule 4
P04217	A1BG	alpha-1-B glycoprotein
Q8TAQ2	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2
Q53F39	MPPE1	metallophosphoesterase 1
O94868	FCHSD2	FCH and double SH3 domains 2
Q8N140	EID3	EP300 interacting inhibitor of differentiation 3
Q15620	OR8B8	olfactory receptor family 8 subfamily B member 8
P53674	CRYBB1	crystallin beta B1
P49758	RGS6	regulator of G protein signaling 6
Q7Z5Y6	BMP8A	bone morphogenetic protein 8a
Q15382	RHEB	Ras homolog, mTORC1 binding
O14526	FCHO1	FCH and mu domain containing endocytic adaptor 1
Q9ULU8	CADPS	calcium dependent secretion activator
P28799	GRN	granulin precursor
Q9NP50	SINHCAF	SIN3-HDAC complex associated factor
O75690	KRTAP5-8	keratin associated protein 5-8
Q7Z3H4	SAMD7	sterile alpha motif domain containing 7
P08246	ELANE	elastase, neutrophil expressed
O95201	ZNF205	zinc finger protein 205
A0A1W2PR82	PERCC1	proline and glutamate rich with coiled coil 1
Q8N413	SLC25A45	solute carrier family 25 member 45
O95644	NFATC1	nuclear factor of activated T cells 1
P62277	RPS13	ribosomal protein S13
Q9H7F0	ATP13A3	ATPase 13A3
Q8IUN9	CLEC10A	C-type lectin domain containing 10A
A1XBS5	CIBAR1	CBY1 interacting BAR domain containing 1
Q96TC7	RMDN3	regulator of microtubule dynamics 3
Q53H64	ANKRD40CL	ANKRD40 C-terminal like
Q92466	DDB2	damage specific DNA binding protein 2
E5RQL4	FTCDNL1	formiminotransferase cyclodeaminase N-terminal like
O00425	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3
Q8N2S1	LTBP4	latent transforming growth factor beta binding protein 4
P61366	OSTN	osteocrin
Q8NHG8	ZNRF2	zinc and ring finger 2
P17516	AKR1C4	aldo-keto reductase family 1 member C4
Q01432	AMPD3	adenosine monophosphate deaminase 3
A0A1B0GUT2	C10orf143	chromosome 10 open reading frame 143
P07205	PGK2	phosphoglycerate kinase 2
Q9H992	MARCHF7	membrane associated ring-CH-type finger 7
P46092	CCR10	C-C motif chemokine receptor 10
Q96G75	RMND5B	required for meiotic nuclear division 5 homolog B
Q14164	IKBKE	inhibitor of nuclear factor kappa B kinase subunit epsilon
P0DTL5	TMEM276	transmembrane protein 276
Q9Y2D8	SSX2IP	SSX family member 2 interacting protein
P58181	OR10A3	olfactory receptor family 10 subfamily A member 3
Q16637	SMN1	survival of motor neuron 1, telomeric
P51610	HCFC1	host cell factor C1
Q5T1A1	DCST2	DC-STAMP domain containing 2
Q9P1W3	TMEM63C	transmembrane protein 63C
O75084	FZD7	frizzled class receptor 7
P16035	TIMP2	TIMP metallopeptidase inhibitor 2
Q9ULB4	CDH9	cadherin 9
P0DN86	CGB5	chorionic gonadotropin subunit beta 5
Q9H903	MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like
Q8NGI7	OR10V1	olfactory receptor family 10 subfamily V member 1
Q92538	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1
P40937	RFC5	replication factor C subunit 5
Q8NH42	OR4K13	olfactory receptor family 4 subfamily K member 13
Q9H2X6	HIPK2	homeodomain interacting protein kinase 2
B2RXF0	TMEM229A	transmembrane protein 229A
Q7Z460	CLASP1	cytoplasmic linker associated protein 1
Q5HYJ1	TECRL	trans-2,3-enoyl-CoA reductase like
Q32M78	ZNF699	zinc finger protein 699
Q15024	EXOSC7	exosome component 7
Q6ZN11	ZNF793	zinc finger protein 793
A8MT65	ZNF891	zinc finger protein 891
H3BUK9	POTEB2	POTE ankyrin domain family member B2
Q9BYR8	KRTAP3-1	keratin associated protein 3-1
Q99941	ATF6B	activating transcription factor 6 beta
Q52LD8	RFTN2	raftlin family member 2
Q6ZP80	TMEM182	transmembrane protein 182
Q10469	MGAT2	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
O14638	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3
Q7Z695	ADCK2	aarF domain containing kinase 2
Q8NFM7	IL17RD	interleukin 17 receptor D
P18887	XRCC1	X-ray repair cross complementing 1
Q14511	NEDD9	neural precursor cell expressed, developmentally down-regulated 9
Q9H161	ALX4	ALX homeobox 4
P62491	RAB11A	RAB11A, member RAS oncogene family
O95263	PDE8B	phosphodiesterase 8B
Q86XF7	ZNF575	zinc finger protein 575
Q14807	KIF22	kinesin family member 22
P29279	CCN2	cellular communication network factor 2
A8MVW0	FAM171A2	family with sequence similarity 171 member A2
Q06055	ATP5MC2	ATP synthase membrane subunit c locus 2
Q86Z02	HIPK1	homeodomain interacting protein kinase 1
P62820	RAB1A	RAB1A, member RAS oncogene family
Q8NI22	MCFD2	multiple coagulation factor deficiency 2, ER cargo receptor complex subunit
Q96BI3	APH1A	aph-1 homolog A, gamma-secretase subunit
P0C024	NUDT7	nudix hydrolase 7
Q6DCA0	AMMECR1L	AMMECR1 like
Q9NS87	KIF15	kinesin family member 15
Q99551	MTERF1	mitochondrial transcription termination factor 1
Q9Y312	AAR2	AAR2 splicing factor
Q9Y698	CACNG2	calcium voltage-gated channel auxiliary subunit gamma 2
Q8NER5	ACVR1C	activin A receptor type 1C
P21709	EPHA1	EPH receptor A1
Q7Z6M3	MILR1	mast cell immunoglobulin like receptor 1
Q86Y01	DTX1	deltex E3 ubiquitin ligase 1
Q8NH87	OR9G1	olfactory receptor family 9 subfamily G member 1
Q9UBT2	UBA2	ubiquitin like modifier activating enzyme 2
Q6ZMY9	ZNF517	zinc finger protein 517
Q9UBI1	COMMD3	COMM domain containing 3
Q13619	CUL4A	cullin 4A
P30968	GNRHR	gonadotropin releasing hormone receptor
Q53T59	HS1BP3	HCLS1 binding protein 3
O94983	CAMTA2	calmodulin binding transcription activator 2
Q9UHF7	TRPS1	transcriptional repressor GATA binding 1
Q8N1B4	VPS52	VPS52 subunit of GARP complex
Q8NA58	PNLDC1	PARN like ribonuclease domain containing exonuclease 1
P49619	DGKG	diacylglycerol kinase gamma
P54259	ATN1	atrophin 1
Q8IW75	SERPINA12	serpin family A member 12
P41271	NBL1	NBL1, DAN family BMP antagonist
Q6ZMV8	ZNF730	zinc finger protein 730
Q4G0S4	CYP27C1	cytochrome P450 family 27 subfamily C member 1
Q99518	FMO2	flavin containing dimethylaniline monoxygenase 2
Q96A09	TENT5B	terminal nucleotidyltransferase 5B
